instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session
0.022,4.077,0,0,0,0,1,"In the following task, you are going to hear a series of conversations.", (press the space bar to continue),666dba1cc073db24a747c923,Spanish,13 or older,"no, only English or Spanish",no,2025-08-15_08h19.45.170,empathy_intonation_perc,2024.2.4,MacIntel,47.61904762,666dba1cc073db24a747c923,689ed6d1281858f68c932c05,689f25a56c4ad92346943a5f
4.078,8.008,0,1,1,1,1,It is okay if you don't not 100% understand them!, (press the space bar to continue),666dba1cc073db24a747c923,Spanish,13 or older,"no, only English or Spanish",no,2025-08-15_08h19.45.170,empathy_intonation_perc,2024.2.4,MacIntel,47.61904762,666dba1cc073db24a747c923,689ed6d1281858f68c932c05,689f25a56c4ad92346943a5f
8.01,12.027,0,2,2,2,1,"After, you will read a sentence about the conversation and decide if it's true or false.", (press the space bar to continue),666dba1cc073db24a747c923,Spanish,13 or older,"no, only English or Spanish",no,2025-08-15_08h19.45.170,empathy_intonation_perc,2024.2.4,MacIntel,47.61904762,666dba1cc073db24a747c923,689ed6d1281858f68c932c05,689f25a56c4ad92346943a5f
12.029,14.409,0,3,3,3,1,"If it's true, press '1' (True) and if it's false press '0' (False).", (press the space bar to continue),666dba1cc073db24a747c923,Spanish,13 or older,"no, only English or Spanish",no,2025-08-15_08h19.45.170,empathy_intonation_perc,2024.2.4,MacIntel,47.61904762,666dba1cc073db24a747c923,689ed6d1281858f68c932c05,689f25a56c4ad92346943a5f
