instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,49,0,,./stim/wavs/castilian_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,572.3262,574.7047,0,1,1.8607,,0,78,78,48,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,50,0,,./stim/wavs/castilian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,574.7076,581.3084,0,1,6.0765,,0,79,79,49,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,4,1,,./stim/wavs/castilian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,581.3106,583.1963,1,1,1.3643,,0,80,80,3,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,29,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,583.1994,585.3648,1,1,1.6397,,0,81,81,28,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,70,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,585.3669,587.6924,0,1,1.7892,,0,82,82,69,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,85,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,587.6945,589.8315,0,1,1.6144,,0,83,83,84,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,59,0,,./stim/wavs/mexican_match_declarative-broad-focus_David-leia-el-libro.wav,,,,,,,,,,,,,,,,,,,,,,589.8339,592.2557,0,1,1.9042,,0,84,84,58,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,73,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,592.2573,594.4556,0,1,1.6769,,0,85,85,72,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,46,0,,./stim/wavs/castilian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,594.4585,607.2727,0,1,12.2856,,0,86,86,45,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,56,0,,./stim/wavs/cuban_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,607.2737,609.5378,0,1,1.7358,,0,87,87,55,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Great! Now we will move on. The next task consists of about 60 trials, in each of which you will see a string of letters. 
  
  Your task is to decide whether this is a real Spanish word or not.", (press the spacebar to continue),6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.5582,619.3175,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"If you think it is an existing Spanish word, you type '1' (for 'REAL'), and if you think it is not an existing Spanish word, you type '0' (for 'FAKE').", (press the spacebar to continue),6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.3243,632.6334,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"If you are sure that the word exists, even though you don’t know its exact meaning, you may still respond '1' (REAL). 
  
  But if you are not sure if it is an existing word, you should respond '0' (FAKE).
  
  Let's do a practice round...", (press the spacebar to continue),6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.6448,652.7147,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.7317,656.915,0,1,3.6457,,656.9167,657.9102,0,0,0,0,1,0,depiste,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.9177,659.6417,1,1,1.1901,,659.6421,660.6402,0,1,1,1,1,0,sí,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.6479,662.2545,1,0,1.0705,,662.2591,663.2535,0,2,2,2,1,0,coné,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.2555,665.3362,0,1,1.5493,,665.3395,666.3349,0,3,3,3,1,0,calpar,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.342,667.7186,0,1,0.8473,,667.7189,668.716,0,4,4,4,1,0,joten,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.7214,670.4161,0,0,1.1558,,670.4232,671.4134,0,5,5,5,1,0,sacapuntas,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.4185,673.7282,0,1,1.7744,,673.7312,674.7274,0,6,6,6,1,0,priba,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.7324,678.6065,0,1,3.3447,,678.6067,679.6052,0,7,7,7,1,0,pelasula,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.6084,680.8879,1,1,0.7437,,680.8882,681.8871,0,8,8,8,1,0,bien,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.892,683.052,1,1,0.6253,,683.0521,684.0516,0,9,9,9,1,0,casa,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0569,688.7807,0,1,4.1841,,688.7809,689.7797,0,10,10,10,1,0,lejo,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.7849,693.6926,1,0,3.3905,,693.6964,694.6917,0,11,11,11,1,0,pretantas,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.6935,697.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,candado,,,,,697.6026,700.8698,1,1,2.7474,,0,0,0,50,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,zapato,,,,,700.8748,702.1678,1,1,0.7614,,0,1,1,4,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,esposante,,,,,702.1712,704.2484,0,1,1.5465,,0,2,2,62,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,brecedad,,,,,704.2502,706.098,0,1,1.3299,,0,3,3,18,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,terzo,,,,,706.1027,707.4794,0,1,0.8455,,0,4,4,0,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,asesinato,,,,,707.4824,717.6886,0,0,9.6732,,0,5,5,11,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,flamida,,,,,717.6933,719.6179,0,1,1.399,,0,6,6,49,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,abracer,,,,,719.6212,722.499,1,0,2.349,,0,7,7,15,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ávido,,,,,722.5085,723.7811,1,1,0.7471,,0,8,8,19,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,yacer,,,,,723.7862,725.729,1,1,1.4066,,0,9,9,74,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,hormiga,,,,,725.7326,733.1725,0,0,6.9121,,0,10,10,79,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,tergiversar,,,,,733.1778,735.8532,0,0,2.1379,,0,11,11,5,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,cintro,,,,,735.8584,737.1686,1,0,0.7768,,0,12,12,73,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,cenefa,,,,,737.1736,739.1831,0,0,1.4778,,0,13,13,10,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,estornudar,,,,,739.1863,741.031,0,0,1.3173,,0,14,14,37,1,REAL,FAKE,,,,,,,,,,,,,,,,,
