instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,acantilado,,,,,741.0329,745.1934,1,1,3.6381,,0,15,15,87,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,plaudir,,,,,745.1949,747.2921,0,1,1.5632,,0,16,16,57,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,pulmones,,,,,747.2953,749.8238,0,0,1.996,,0,17,17,2,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,antar,,,,,749.8279,751.3221,1,0,0.9617,,0,18,18,9,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,pauca,,,,,751.3269,753.0704,0,1,1.2069,,0,19,19,32,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,cabello,,,,,753.0756,754.5524,1,1,0.9412,,0,20,20,66,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,alardio,,,,,754.5579,756.1668,0,1,1.0769,,0,21,21,29,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,aviso,,,,,756.1699,757.7828,1,1,1.0779,,0,22,22,33,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,ganar,,,,,757.7877,759.248,1,1,0.9299,,0,23,23,48,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,pemición,,,,,759.2551,760.8805,0,1,1.0917,,0,24,24,71,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,tiburón,,,,,760.8867,763.3774,0,0,1.9613,,0,25,25,76,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,cadeña,,,,,763.3848,765.4263,0,1,1.5115,,0,26,26,7,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,engatusar,,,,,765.4291,783.2923,0,0,17.3296,,0,27,27,68,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,empirador,,,,,783.2977,785.9565,1,0,2.1347,,0,28,28,81,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,seda,,,,,785.9615,787.2385,1,1,0.7432,,0,29,29,60,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,lacayo,,,,,787.2435,788.4703,0,0,0.6951,,0,30,30,21,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,yunque,,,,,788.4739,790.0682,0,0,1.0599,,0,31,31,13,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,cartinar,,,,,790.0717,792.6504,0,1,2.0418,,0,32,32,46,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,arsa,,,,,792.6558,794.3145,0,1,1.1318,,0,33,33,17,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,secuestro,,,,,794.3173,796.2626,1,1,1.4116,,0,34,34,25,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,hacha,,,,,796.2653,800.426,0,0,3.6209,,0,35,35,8,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,merodear,,,,,800.431,803.1752,0,0,2.2173,,0,36,36,27,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,fatacidad,,,,,803.1803,805.9203,0,1,2.2061,,0,37,37,31,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,helar,,,,,805.9227,807.403,0,0,0.9377,,0,38,38,12,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,laúd,,,,,807.4093,810.3536,0,0,2.4153,,0,39,39,84,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,rebuscar,,,,,810.3577,812.2651,1,1,1.3792,,0,40,40,40,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,pandilla,,,,,812.2712,814.282,1,1,1.4814,,0,41,41,30,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,granuja,,,,,814.2868,815.4953,0,0,0.6808,,0,42,42,36,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,orgulloso,,,,,815.4988,817.3805,0,0,1.3547,,0,43,43,63,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,prisa,,,,,817.3838,819.0097,0,0,1.1034,,0,44,44,88,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,lampera,,,,,819.0132,823.9904,1,0,4.4506,,0,45,45,22,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,polvoriento,,,,,823.996,825.3027,0,0,0.7768,,0,46,46,70,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,escuto,,,,,825.3073,827.3668,0,1,1.5322,,0,47,47,83,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,martillo,,,,,827.3694,829.5652,0,0,1.6605,,0,48,48,45,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,canela,,,,,829.5683,833.0492,1,1,2.9512,,0,49,49,42,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,nevar,,,,,833.0549,834.7606,0,0,1.1798,,0,50,50,54,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,loro,,,,,834.7663,835.9921,0,0,0.6907,,0,51,51,35,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,alegre,,,,,835.9949,840.1059,0,0,3.5756,,0,52,52,67,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,capillo,,,,,840.1108,841.6376,1,0,0.9961,,0,53,53,20,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,pésimo,,,,,841.6436,843.1522,1,1,0.9773,,0,54,54,6,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,hervidor,,,,,843.155,857.0892,0,0,13.3995,,0,55,55,72,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,torpe,,,,,857.0931,859.2231,0,0,1.5963,,0,56,56,38,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6647ce8c4b8ee105144eb431,Spanish,13 or older,"no, only English or Spanish",no,2025-08-14_23h09.40.846,empathy_intonation_perc,2024.2.4,Win32,60.60606061,6647ce8c4b8ee105144eb431,687ed1b7e638a4cbf2f02089,689ea4b1852e2db6b1d926c5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,temblo,,,,,859.2279,861.4544,0,1,1.6984,,0,57,57,69,1,REAL,FAKE,,,,,,,,,,,,,,,,,
