instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session
0.0844,84.6062,0,0,0,0,1,"In the following task, you are going to hear a series of conversations.", (press the space bar to continue),65edebf1c2c09681c2b91185,spanish,13 or older,"no, only English or Spanish",no,2025-07-22_23h38.20.533,empathy_intonation_perc,2024.2.4,Linux x86_64,59.99880002,65edebf1c2c09681c2b91185,687ed1b7e638a4cbf2f02089,688058fa2705922ab74fb9e2
84.6078,89.8466,0,1,1,1,1,It is okay if you don't not 100% understand them!, (press the space bar to continue),65edebf1c2c09681c2b91185,spanish,13 or older,"no, only English or Spanish",no,2025-07-22_23h38.20.533,empathy_intonation_perc,2024.2.4,Linux x86_64,59.99880002,65edebf1c2c09681c2b91185,687ed1b7e638a4cbf2f02089,688058fa2705922ab74fb9e2
89.8763,91.6315,0,2,2,2,1,"After, you will read a sentence about the conversation and decide if it's true or false.", (press the space bar to continue),65edebf1c2c09681c2b91185,spanish,13 or older,"no, only English or Spanish",no,2025-07-22_23h38.20.533,empathy_intonation_perc,2024.2.4,Linux x86_64,59.99880002,65edebf1c2c09681c2b91185,687ed1b7e638a4cbf2f02089,688058fa2705922ab74fb9e2
91.6358,93.2141,0,3,3,3,1,"If it's true, press '1' (True) and if it's false press '0' (False).", (press the space bar to continue),65edebf1c2c09681c2b91185,spanish,13 or older,"no, only English or Spanish",no,2025-07-22_23h38.20.533,empathy_intonation_perc,2024.2.4,Linux x86_64,59.99880002,65edebf1c2c09681c2b91185,687ed1b7e638a4cbf2f02089,688058fa2705922ab74fb9e2
