instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session
0.0528,2.8428,0,0,0,0,1,"In the following task, you are going to hear a series of conversations.", (press the space bar to continue),646a74a7aadc8d532a2f34dd,spanish,13 or older,click here to respond,no,2025-07-22_20h40.38.501,empathy_intonation_perc,2024.2.4,Linux x86_64,59.88023952,646a74a7aadc8d532a2f34dd,687ed1b7e638a4cbf2f02089,68802e95754069ae6a3e6146
2.8435,4.41,0,1,1,1,1,It is okay if you don't not 100% understand them!, (press the space bar to continue),646a74a7aadc8d532a2f34dd,spanish,13 or older,click here to respond,no,2025-07-22_20h40.38.501,empathy_intonation_perc,2024.2.4,Linux x86_64,59.88023952,646a74a7aadc8d532a2f34dd,687ed1b7e638a4cbf2f02089,68802e95754069ae6a3e6146
4.414,6.3938,0,2,2,2,1,"After, you will read a sentence about the conversation and decide if it's true or false.", (press the space bar to continue),646a74a7aadc8d532a2f34dd,spanish,13 or older,click here to respond,no,2025-07-22_20h40.38.501,empathy_intonation_perc,2024.2.4,Linux x86_64,59.88023952,646a74a7aadc8d532a2f34dd,687ed1b7e638a4cbf2f02089,68802e95754069ae6a3e6146
