instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration
0.0205,3.7802,0,0,0,0,1,"In the following task, you are going to hear a series of conversations.", (press the space bar to continue),67a908afd56a6f9e4bf0d17d,Mexican,13 or older,"no, only English or Spanish",yes,2025-07-21_21h00.49.420,empathy_intonation_perc,2024.2.4,Win32,59.88023952,67a908afd56a6f9e4bf0d17d,687ed1b7e638a4cbf2f02089,687ee25f85526ae53664f6ca,,,,,,,,,,,,,,,,,
3.7812,8.5143,0,1,1,1,1,It is okay if you don't not 100% understand them!, (press the space bar to continue),67a908afd56a6f9e4bf0d17d,Mexican,13 or older,"no, only English or Spanish",yes,2025-07-21_21h00.49.420,empathy_intonation_perc,2024.2.4,Win32,59.88023952,67a908afd56a6f9e4bf0d17d,687ed1b7e638a4cbf2f02089,687ee25f85526ae53664f6ca,,,,,,,,,,,,,,,,,
8.5204,12.2761,0,2,2,2,1,"After, you will read a sentence about the conversation and decide if it's true or false.", (press the space bar to continue),67a908afd56a6f9e4bf0d17d,Mexican,13 or older,"no, only English or Spanish",yes,2025-07-21_21h00.49.420,empathy_intonation_perc,2024.2.4,Win32,59.88023952,67a908afd56a6f9e4bf0d17d,687ed1b7e638a4cbf2f02089,687ee25f85526ae53664f6ca,,,,,,,,,,,,,,,,,
12.2791,16.5576,0,3,3,3,1,"If it's true, press '1' (True) and if it's false press '0' (False).", (press the space bar to continue),67a908afd56a6f9e4bf0d17d,Mexican,13 or older,"no, only English or Spanish",yes,2025-07-21_21h00.49.420,empathy_intonation_perc,2024.2.4,Win32,59.88023952,67a908afd56a6f9e4bf0d17d,687ed1b7e638a4cbf2f02089,687ee25f85526ae53664f6ca,,,,,,,,,,,,,,,,,
,,,,,,,,,67a908afd56a6f9e4bf0d17d,Mexican,13 or older,"no, only English or Spanish",yes,2025-07-21_21h00.49.420,empathy_intonation_perc,2024.2.4,Win32,59.88023952,67a908afd56a6f9e4bf0d17d,687ed1b7e638a4cbf2f02089,687ee25f85526ae53664f6ca,16.5678,106.7689,1,0,5.2241,,,0,0,0,2,1,3,0,The mom already has rice.,./stim/exposure_wavs/pr_stimuli_convo.wav,36
