instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,key_resp_exposure.rt,key_resp_exposure.duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,loro,,,,,610.889,612.271,0,0,0.836,,0,84,84,35,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,yacer,,,,,612.272,613.525,0,0,0.7,,0,85,85,74,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,helar,,,,,613.526,615.329,1,1,1.241,,0,86,86,12,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,musgo,,,,,615.33,616.972,0,0,1.083,,0,87,87,55,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,zapato,,,,,616.973,618.378,1,1,0.846,,0,88,88,4,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,laúd,,,,,618.379,619.824,0,0,0.897,,0,89,89,84,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,plaudir,,,,,619.825,621.331,0,1,0.966,,0,90,90,57,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,decar,,,,,621.332,622.898,0,1,1.019,,0,91,91,28,1,REAL,FAKE,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.898,628.468,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.482,631.612,slightly agree,0,0,0,0,1,I can easily tell if someone else wants to enter a conversation.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.613,636.906,slightly disagree,0,1,1,1,1,I prefer animals to humans.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.907,639.173,strongly disagree,0,2,2,2,1,I try to keep up with the current trends and fashions.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.174,644.797,strongly disagree,0,3,3,3,1,"I find it difficult to explain to others things that I understand easily,   when they don't understand it first time.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.798,646.741,strongly disagree,0,4,4,4,1,I dream most nights.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.742,648.753,slightly agree,0,5,5,5,1,I really enjoy caring for other people.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.754,652.074,slightly disagree,0,6,6,6,1,I try to solve my own problems rather than discussing them with others.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.075,654.295,slightly agree,0,7,7,7,1,I find it hard to know what to do in a social situation.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.296,657.077,strongly disagree,0,8,8,8,1,I am at my best first thing in the morning.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.078,660.805,slightly disagree,0,9,9,9,1,People often tell me that I went too far in driving my point home in a discussion.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.806,663.119,slightly disagree,0,10,10,10,1,It doesn't bother me too much if I am late meeting a friend.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.121,666.725,slightly agree,0,11,11,11,1,"Friendships and relationships are just too difficult, so I tend not to 
  bother with them.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.726,668.993,strongly disagree,0,12,12,12,1,"I would never break a law, no matter how minor.",0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.995,671.782,strongly disagree,0,13,13,13,1,I often find it difficult to judge if something is rude or polite.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.784,677.6,slightly disagree,0,14,14,14,1,"In a conversation, I tend to focus on my own thoughts rather than on what 
  my listener might be thinking.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.601,681.807,strongly disagree,0,15,15,15,1,I prefer practical jokes to verbal humor.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.808,685.307,slightly agree,0,16,16,16,1,I live life for today rather than the future.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.308,688.319,strongly disagree,0,17,17,17,1,"When I was a child, I enjoyed cutting up worms to see what would happen.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.32,691.411,slightly agree,0,18,18,18,1,I can pick up quickly if someone says one thing but means another.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.412,694.796,slightly disagree,0,19,19,19,1,I tend to have very strong opinions about morality.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.798,698.583,slightly disagree,0,20,20,20,1,It is hard for me to see why some things upset people so much.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.585,700.577,slightly agree,0,21,21,21,1,I find it easy to put myself in somebody else's shoes.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.578,702.994,strongly disagree,0,22,22,22,1,I think that good manners are the most important thing a parent can teach their child.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.995,705.104,slightly agree,0,23,23,23,1,I like to do things on the spur of the moment.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.104,706.716,slightly agree,0,24,24,24,1,I am good at predicting how someone will feel.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.717,708.784,slightly agree,0,25,25,25,1,I am quick to spot when someone in a group is feeling awkward or uncomfortable.,1,0,1,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.785,711.822,slightly disagree,0,26,26,26,1,"If I say something that someone else is offended by, I think that that's their problem, not mine.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.823,714.907,slightly agree,0,27,27,27,1,"If anyone asked me if I liked their haircut, I would reply truthfully, even if I didn't like it.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.908,719.186,slightly disagree,0,28,28,28,1,I can't always see why someone should have felt offended by a remark.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.187,721.706,slightly disagree,0,29,29,29,1,People often tell me that I am very unpredictable.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.708,723.605,strongly disagree,0,30,30,30,1,I enjoy being the center of attention at any social gathering.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.609,725.981,slightly disagree,0,31,31,31,1,Seeing people cry doesn't really upset me.,1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.982,728.966,slightly agree,0,32,32,32,1,I enjoy having discussions about politics.,0,1,0,0,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.966,731.464,slightly disagree,0,33,33,33,1,"I am very blunt, which some people take to be rudeness, even though this is unintentional.",1,0,0,1,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.465,733.798,slightly disagree,0,34,34,34,1,I don't tend to find social situations confusing.,1,0,1,0,,
