instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session
0.009,3.334,0,0,0,0,1,"In the following task, you are going to hear a series of conversations.", (press the space bar to continue),614f74c86e809d190daf00a4,Mexican,13 or older,"no, only English or Spanish",no,2025-07-22_23h07.07.817,empathy_intonation_perc,2024.2.4,Win32,59.95203837,614f74c86e809d190daf00a4,687ed1b7e638a4cbf2f02089,688051a26a98828cd31f0129
3.334,4.618,0,1,1,1,1,It is okay if you don't not 100% understand them!, (press the space bar to continue),614f74c86e809d190daf00a4,Mexican,13 or older,"no, only English or Spanish",no,2025-07-22_23h07.07.817,empathy_intonation_perc,2024.2.4,Win32,59.95203837,614f74c86e809d190daf00a4,687ed1b7e638a4cbf2f02089,688051a26a98828cd31f0129
4.618,8.101,0,2,2,2,1,"After, you will read a sentence about the conversation and decide if it's true or false.", (press the space bar to continue),614f74c86e809d190daf00a4,Mexican,13 or older,"no, only English or Spanish",no,2025-07-22_23h07.07.817,empathy_intonation_perc,2024.2.4,Win32,59.95203837,614f74c86e809d190daf00a4,687ed1b7e638a4cbf2f02089,688051a26a98828cd31f0129
8.102,13.234,0,3,3,3,1,"If it's true, press '1' (True) and if it's false press '0' (False).", (press the space bar to continue),614f74c86e809d190daf00a4,Mexican,13 or older,"no, only English or Spanish",no,2025-07-22_23h07.07.817,empathy_intonation_perc,2024.2.4,Win32,59.95203837,614f74c86e809d190daf00a4,687ed1b7e638a4cbf2f02089,688051a26a98828cd31f0129
