participant_id,param,estimate,se,effect,lextale_std,eq_std,group
55885869fdf99b4020ba0b64,Intercept,-0.5349409817895,0.38040932668410443,drift_rate,-0.2543827478494662,-0.7121734107311283,1
55885869fdf99b4020ba0b64,bs_Intercept,1.458819055,0.17204495789218885,boundary_separation,-0.2543827478494662,-0.7121734107311283,1
55885869fdf99b4020ba0b64,ndt_Intercept,1.4369245,0.03883789979491991,non_decision_time,-0.2543827478494662,-0.7121734107311283,1
55885869fdf99b4020ba0b64,bias_Intercept,0.5520159815,0.07619211806406029,starting_bias,-0.2543827478494662,-0.7121734107311283,1
5589be79fdf99b18be320155,Intercept,-1.50748986685,0.4708515347327415,drift_rate,0.07456046057656768,1.0918352290022992,0
5589be79fdf99b18be320155,bs_Intercept,1.2697316105,0.15148197527068605,boundary_separation,0.07456046057656768,1.0918352290022992,0
5589be79fdf99b18be320155,ndt_Intercept,1.23143892,0.025487645227898783,non_decision_time,0.07456046057656768,1.0918352290022992,0
5589be79fdf99b18be320155,bias_Intercept,0.644437879,0.06823421610116752,starting_bias,0.07456046057656768,1.0918352290022992,0
55b8d0bffdf99b0f2859fe73,Intercept,-0.690145177985,0.397241191196697,drift_rate,-1.3508601092695791,1.911839156153857,1
55b8d0bffdf99b0f2859fe73,bs_Intercept,1.28121272,0.14136155209780824,boundary_separation,-1.3508601092695791,1.911839156153857,1
55b8d0bffdf99b0f2859fe73,ndt_Intercept,1.2590497585,0.03194737021850338,non_decision_time,-1.3508601092695791,1.911839156153857,1
55b8d0bffdf99b0f2859fe73,bias_Intercept,0.544346633,0.06967337332776953,starting_bias,-1.3508601092695791,1.911839156153857,1
5611f6dd7ffc8a00058117e7,Intercept,-0.52940992748,0.30460123270516026,drift_rate,0.5131514051446129,0.5998328727113644,1
5611f6dd7ffc8a00058117e7,bs_Intercept,1.87739818,0.2118389222597672,boundary_separation,0.5131514051446129,0.5998328727113644,1
5611f6dd7ffc8a00058117e7,ndt_Intercept,1.502901885,0.06341239205888775,non_decision_time,0.5131514051446129,0.5998328727113644,1
5611f6dd7ffc8a00058117e7,bias_Intercept,0.49812734200000003,0.08176126830776712,starting_bias,0.5131514051446129,0.5998328727113644,1
571e332b1bdf1a00119149f2,Intercept,-0.392852310618,0.17476229781470978,drift_rate,1.1710378219966806,0.18983090913558548,0
571e332b1bdf1a00119149f2,bs_Intercept,3.393238565,0.44465451582314075,boundary_separation,1.1710378219966806,0.18983090913558548,0
571e332b1bdf1a00119149f2,ndt_Intercept,1.9051750215,0.2844036598818819,non_decision_time,1.1710378219966806,0.18983090913558548,0
571e332b1bdf1a00119149f2,bias_Intercept,0.598418548,0.07229275076407188,starting_bias,1.1710378219966806,0.18983090913558548,0
57d940a5995a0b00016350be,Intercept,-2.2526381085,0.4569133143560665,drift_rate,-1.679803317695613,1.0098348362871434,0
57d940a5995a0b00016350be,bs_Intercept,1.893456695,0.2322543738992328,boundary_separation,-1.679803317695613,1.0098348362871434,0
57d940a5995a0b00016350be,ndt_Intercept,1.396288515,0.04140378907321871,non_decision_time,-1.679803317695613,1.0098348362871434,0
57d940a5995a0b00016350be,bias_Intercept,0.772960844,0.05441502096547424,starting_bias,-1.679803317695613,1.0098348362871434,0
595d516e2da9c90001d7d200,Intercept,-1.1718909857333333,0.3665759652236101,drift_rate,-0.03508727556544362,-0.1381706617250377,1
595d516e2da9c90001d7d200,bs_Intercept,1.8533473066666666,0.21314126918634552,boundary_separation,-0.03508727556544362,-0.1381706617250377,1
595d516e2da9c90001d7d200,ndt_Intercept,1.22493956,0.042853123831398096,non_decision_time,-0.03508727556544362,-0.1381706617250377,1
595d516e2da9c90001d7d200,bias_Intercept,0.69244297,0.06978101327376077,starting_bias,-0.03508727556544362,-0.1381706617250377,1
5a53e59af6c5170001949a39,Intercept,-2.6504880555,0.5163421442319389,drift_rate,0.18420819671857896,-0.38417183987050507,0
5a53e59af6c5170001949a39,bs_Intercept,5.91300034,2.1994667821174527,boundary_separation,0.18420819671857896,-0.38417183987050507,0
5a53e59af6c5170001949a39,ndt_Intercept,0.51121086685,0.18984477849412773,non_decision_time,0.18420819671857896,-0.38417183987050507,0
5a53e59af6c5170001949a39,bias_Intercept,0.5511520325,0.1675737232500322,starting_bias,0.18420819671857896,-0.38417183987050507,0
5a6c9c583fb6420001c308d7,Intercept,-1.09774900785,0.3802367938628695,drift_rate,-1.3508601092695791,1.0918352290022992,0
5a6c9c583fb6420001c308d7,bs_Intercept,1.572439995,0.1567807278186884,boundary_separation,-1.3508601092695791,1.0918352290022992,0
5a6c9c583fb6420001c308d7,ndt_Intercept,1.26726567,0.031230904311965922,non_decision_time,-1.3508601092695791,1.0918352290022992,0
5a6c9c583fb6420001c308d7,bias_Intercept,0.7332565885,0.065030758796511,starting_bias,-1.3508601092695791,1.0918352290022992,0
5aecad0e75deca000162634c,Intercept,-0.103464023126,0.2650650527463761,drift_rate,0.6227991412866242,-0.1381706617250377,1
5aecad0e75deca000162634c,bs_Intercept,1.98503597,0.2128645194168638,boundary_separation,0.6227991412866242,-0.1381706617250377,1
5aecad0e75deca000162634c,ndt_Intercept,1.291555205,0.07577552774617,non_decision_time,0.6227991412866242,-0.1381706617250377,1
5aecad0e75deca000162634c,bias_Intercept,0.5533718185,0.07140762690675825,starting_bias,0.6227991412866242,-0.1381706617250377,1
5b147696d282ff00015c2c4e,Intercept,-1.086441809455,0.44525810275996475,drift_rate,-1.241212373127568,-0.8761741961614399,1
