group,participant_id,correct,rt_raw,rt_adj,speaker_variety,sentence_type,sentence,familiar_with_fall,learner,two_langs,eq_score,exp_time,lextale_avg,lextale_tra
1,5b147696d282ff00015c2c4e,0,1.7422,0.4321999999999999,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.96,0.72,puertorican,declarative-broad-focus,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,2.3606,1.2206,puertorican,declarative-broad-focus,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.9006,0.4606000000000001,castilian,interrogative-total-yn,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,5.059099999,3.8190999989999996,cuban,declarative-broad-focus,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.819,0.679,puertorican,declarative-broad-focus,El nino oye el rio,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7426,0.6026,puertorican,declarative-broad-focus,La nina lava el plato,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,2.1267,0.6167,castilian,declarative-broad-focus,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6862,0.46619999999999995,cuban,declarative-broad-focus,La nina lava el plato,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.742,0.252,castilian,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5165,0.22649999999999992,mexican,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.677599999,0.4375999989999999,puertorican,declarative-broad-focus,Emilio ama la marcha,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.5292,0.3091999999999999,cuban,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.8672,0.33719999999999994,castilian,declarative-broad-focus,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.556700001,0.30670000100000006,puertorican,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5187,0.39869999999999983,mexican,declarative-broad-focus,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4221,0.32209999999999983,mexican,declarative-broad-focus,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.9432,0.33319999999999994,castilian,declarative-broad-focus,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6695,0.4595,mexican,interrogative-total-yn,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7172,0.20720000000000005,castilian,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.3181,0.18810000000000016,cuban,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.4347,0.1847000000000001,cuban,interrogative-total-yn,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.4608,0.3008000000000002,puertorican,interrogative-total-yn,La nina lava el plato,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.9685,0.6684999999999999,castilian,declarative-broad-focus,Mi tia odia la lluvia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6745,0.3145,mexican,interrogative-total-yn,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6518,0.2218,castilian,interrogative-total-yn,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7008,0.17080000000000006,castilian,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.574,0.30400000000000005,cuban,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.2851,0.19509999999999983,mexican,declarative-broad-focus,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.8377,0.07769999999999988,castilian,interrogative-total-yn,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7844,0.5844,mexican,declarative-broad-focus,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6182,0.2582,castilian,declarative-broad-focus,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4844,0.36439999999999984,mexican,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4843,0.1642999999999999,cuban,declarative-broad-focus,El bebe comia muy bien,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.933299999,0.46329999899999996,castilian,declarative-broad-focus,La nina lava el plato,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5933,0.36329999999999996,mexican,interrogative-total-yn,Emilio ama la marcha,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.470099999,0.14009999900000003,cuban,declarative-broad-focus,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6175,0.4275,mexican,declarative-broad-focus,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.3843,0.32430000000000003,cuban,interrogative-total-yn,El nino oye el rio,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5844,0.4344000000000001,mexican,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.909,0.32899999999999996,castilian,interrogative-total-yn,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.760299999,0.610299999,mexican,interrogative-total-yn,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6445,0.1745000000000001,cuban,declarative-broad-focus,Mi tia odia la lluvia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6209,0.2608999999999999,cuban,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4898,0.17979999999999996,castilian,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5051,0.3451000000000002,puertorican,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.551,0.42100000000000004,puertorican,declarative-broad-focus,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6265,0.1765000000000001,castilian,interrogative-total-yn,La nina lava el plato,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.418299999,0.2682999990000001,mexican,interrogative-total-yn,El nino oye el rio,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.875,0.2749999999999999,castilian,declarative-broad-focus,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7433,0.3033000000000001,castilian,interrogative-total-yn,Emilio ama la marcha,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5505,0.14050000000000007,castilian,declarative-broad-focus,El nino oye el rio,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4173,0.21730000000000005,puertorican,declarative-broad-focus,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5703,0.3803000000000001,mexican,declarative-broad-focus,El bebe comia muy bien,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.6543,0.32430000000000003,cuban,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.4357,0.24570000000000003,mexican,interrogative-total-yn,Mi tia odia la lluvia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.642900001,0.2529000010000002,cuban,declarative-broad-focus,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.3344,0.33440000000000003,puertorican,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6506,0.22060000000000013,mexican,interrogative-total-yn,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.695200001,0.38520000099999985,puertorican,interrogative-total-yn,La maestra vive en Paris,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.7309,0.27090000000000014,cuban,declarative-broad-focus,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.5676,0.37760000000000016,puertorican,declarative-broad-focus,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.443299999,-0.13670000100000013,cuban,declarative-broad-focus,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.594,0.484,cuban,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.4444,0.3044,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6766,0.1966000000000001,castilian,declarative-broad-focus,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6766,0.3466,mexican,interrogative-total-yn,Daniel iba a Bolivia,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.6695,0.22950000000000004,cuban,interrogative-total-yn,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.56,0.43000000000000016,puertorican,interrogative-total-yn,El nino oye el rio,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.525099999,0.30509999900000007,mexican,declarative-broad-focus,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.536700001,0.31670000100000006,mexican,declarative-broad-focus,Mariano habla del tiempo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,0,1.451,0.4610000000000001,puertorican,interrogative-total-yn,David leia el libro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6341,0.2341000000000002,castilian,declarative-broad-focus,Marta abre el regalo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.6508,0.25080000000000013,castilian,declarative-broad-focus,Emilio ama la marcha,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.3863,0.2563000000000002,cuban,declarative-broad-focus,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b147696d282ff00015c2c4e,1,1.361900001,0.22190000100000007,mexican,declarative-broad-focus,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11
1,5b6482e9f5bc0a00019fd571,0,2.3065,1.1665000000000003,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.815,0.625,puertorican,declarative-broad-focus,El bebe comia muy bien,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6945,0.5545,mexican,declarative-broad-focus,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8982,0.5082000000000002,cuban,declarative-broad-focus,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8512,0.44120000000000004,castilian,declarative-broad-focus,El nino oye el rio,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7836,0.4236,mexican,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,2.0205,0.8005000000000002,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.4489,0.40890000000000004,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7196,0.38959999999999995,mexican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5861,0.46609999999999996,mexican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6822,0.46219999999999994,mexican,declarative-broad-focus,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8807,0.4807000000000001,castilian,declarative-broad-focus,Marta abre el regalo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7154,0.24540000000000006,castilian,declarative-broad-focus,La nina lava el plato,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7703,0.5803,mexican,declarative-broad-focus,El bebe comia muy bien,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.6654,0.4454,cuban,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6986,0.49860000000000015,puertorican,declarative-broad-focus,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.899,0.2889999999999999,castilian,declarative-broad-focus,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.9206,0.8106,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.7984,0.6384000000000001,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.9641,0.7141,puertorican,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8046,0.6046,mexican,declarative-broad-focus,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5077,0.38769999999999993,mexican,declarative-broad-focus,Marta abre el regalo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5088,0.41879999999999984,mexican,declarative-broad-focus,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,3.198,1.928,cuban,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.7545,0.39449999999999985,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5181,0.3681000000000001,mexican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.7499,0.5899000000000001,puertorican,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5183,0.36830000000000007,mexican,interrogative-total-yn,Marta abre el regalo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.524,0.42399999999999993,mexican,declarative-broad-focus,David leia el libro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5488,0.4987999999999999,puertorican,declarative-broad-focus,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8398,0.3298000000000001,castilian,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.786,0.726,cuban,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7006,0.25059999999999993,castilian,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6321,0.44210000000000016,mexican,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8697,0.3396999999999999,castilian,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8146,0.3546,cuban,declarative-broad-focus,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8677,0.3776999999999999,castilian,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.999,0.7790000000000001,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7508,0.17079999999999984,cuban,declarative-broad-focus,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.9151,0.4751000000000001,castilian,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,2.0724,0.8324,puertorican,declarative-broad-focus,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5321,0.3921000000000001,puertorican,declarative-broad-focus,El nino oye el rio,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.9195,0.6094999999999999,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5413,0.35129999999999995,puertorican,declarative-broad-focus,El hombre mira la luna,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.4715,0.15149999999999997,cuban,declarative-broad-focus,El bebe comia muy bien,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.618,0.41800000000000015,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.6533,0.34329999999999994,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6662,0.2662,cuban,declarative-broad-focus,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.5733,0.4433,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7677,0.28770000000000007,castilian,declarative-broad-focus,David leia el libro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.949,0.5190000000000001,mexican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8175,0.057499999999999885,castilian,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.4658,0.3158000000000001,mexican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.7853,0.35530000000000017,castilian,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8493,0.6393,puertorican,declarative-broad-focus,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5419,0.40190000000000015,mexican,declarative-broad-focus,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8024,0.22239999999999993,castilian,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.4537,0.3237000000000001,cuban,declarative-broad-focus,El hombre mira la luna,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8174,0.34739999999999993,cuban,declarative-broad-focus,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8336,0.30359999999999987,castilian,declarative-broad-focus,Manuela vende el carro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6082,0.46820000000000017,puertorican,declarative-broad-focus,David leia el libro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.9318,0.4918,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.4158,0.28580000000000005,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.4807,0.17069999999999985,castilian,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8498000000000001,0.4898,castilian,declarative-broad-focus,Maria bebe el vino,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.8712,0.43120000000000003,castilian,interrogative-total-yn,Marta abre el regalo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,0,1.6368,0.6468,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.6592,0.46920000000000006,mexican,declarative-broad-focus,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5661,0.3461000000000001,cuban,declarative-broad-focus,La nina lava el plato,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
1,5b6482e9f5bc0a00019fd571,1,1.5903,0.35030000000000006,cuban,declarative-broad-focus,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1
