group,participant_id,correct,rt_raw,rt_adj,speaker_variety,sentence_type,sentence,familiar_with_fall,learner,two_langs,eq_score,exp_time,lextale_avg,lextale_tra,target,item,lextale_std,eq_std,rt
1,55885869fdf99b4020ba0b64,1,1.747,0.637,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,cubaninterrogative-total-ynEl hombre mira la luna,-0.325489252874158,-0.7349288076033568,1.6333
1,55885869fdf99b4020ba0b64,1,1.598,0.558,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynAna lleva el abrigo,-0.325489252874158,-0.7349288076033568,1.5543000000000002
1,55885869fdf99b4020ba0b64,1,1.718,0.498,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynEl hombre mira la luna,-0.325489252874158,-0.7349288076033568,1.4943000000000002
1,55885869fdf99b4020ba0b64,1,1.691,0.5610000000000002,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynEl nino oye el rio,-0.325489252874158,-0.7349288076033568,1.5573000000000004
1,55885869fdf99b4020ba0b64,1,1.89,0.8999999999999999,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynDavid leia el libro,-0.325489252874158,-0.7349288076033568,1.8962999999999999
1,55885869fdf99b4020ba0b64,1,1.642,0.482,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynManuela vende el carro,-0.325489252874158,-0.7349288076033568,1.4783000000000002
1,55885869fdf99b4020ba0b64,1,1.963,0.633,cuban,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,cubaninterrogative-total-ynMaria bebe el vino,-0.325489252874158,-0.7349288076033568,1.6293
1,55885869fdf99b4020ba0b64,1,1.625,0.625,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",33,912.464,48.33333333333333,-2,1,puertoricaninterrogative-total-ynMaria bebe el vino,-0.325489252874158,-0.7349288076033568,1.6213
1,55b8d0bffdf99b0f2859fe73,1,2.0052,0.8752,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,puertoricaninterrogative-total-ynEl nino oye el rio,-1.5468372936777524,1.8723574277965778,1.8715
1,55b8d0bffdf99b0f2859fe73,1,1.6376,0.3275999999999999,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynDaniel iba a Bolivia,-1.5468372936777524,1.8723574277965778,1.3238999999999999
1,55b8d0bffdf99b0f2859fe73,1,1.4186,0.3086,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynEl hombre mira la luna,-1.5468372936777524,1.8723574277965778,1.3049000000000002
1,55b8d0bffdf99b0f2859fe73,1,1.5367,0.3167,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,puertoricaninterrogative-total-ynEl hombre mira la luna,-1.5468372936777524,1.8723574277965778,1.313
1,55b8d0bffdf99b0f2859fe73,1,1.5367,0.4766999999999999,cuban,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynEl nino oye el rio,-1.5468372936777524,1.8723574277965778,1.473
1,55b8d0bffdf99b0f2859fe73,1,1.3372,0.33719999999999994,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,puertoricaninterrogative-total-ynMaria bebe el vino,-1.5468372936777524,1.8723574277965778,1.3335000000000001
1,55b8d0bffdf99b0f2859fe73,1,1.5199,0.15989999999999993,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",65,830.7892,40,-12,1,cubaninterrogative-total-ynMi novio viene del lago,-1.5468372936777524,1.8723574277965778,1.1562
1,5611f6dd7ffc8a00058117e7,1,2.0344,1.0444000000000002,puertorican,interrogative-total-yn,David leia el libro,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynDavid leia el libro,0.5294543756883583,0.5687143100966104,2.0407
1,5611f6dd7ffc8a00058117e7,1,2.5087,1.3787000000000003,cuban,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynAna lleva el abrigo,0.5294543756883583,0.5687143100966104,2.375
1,5611f6dd7ffc8a00058117e7,1,1.7578,0.7178,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.5294543756883583,0.5687143100966104,1.7141
1,5611f6dd7ffc8a00058117e7,1,2.2057,0.8457000000000001,cuban,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMi novio viene del lago,0.5294543756883583,0.5687143100966104,1.8420000000000003
1,5611f6dd7ffc8a00058117e7,1,2.3668,1.0968,cuban,interrogative-total-yn,Mi madre come la fruta,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,cubaninterrogative-total-ynMi madre come la fruta,0.5294543756883583,0.5687143100966104,2.0930999999999997
1,5611f6dd7ffc8a00058117e7,1,3.2671,2.0471000000000004,puertorican,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",49,968.4247,54.166666666666664,5,1,puertoricaninterrogative-total-ynEl hombre mira la luna,0.5294543756883583,0.5687143100966104,3.0434
1,595d516e2da9c90001d7d200,1,1.8846,0.6646000000000001,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynEl hombre mira la luna,-0.08121964471343905,-0.16458494360962111,1.6609
1,595d516e2da9c90001d7d200,1,1.2976,0.1876,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,cubaninterrogative-total-ynEl hombre mira la luna,-0.08121964471343905,-0.16458494360962111,1.1839000000000002
1,595d516e2da9c90001d7d200,1,1.6858,0.6958,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynDavid leia el libro,-0.08121964471343905,-0.16458494360962111,1.6921000000000002
1,595d516e2da9c90001d7d200,1,2.1345,1.0045000000000002,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynEl nino oye el rio,-0.08121964471343905,-0.16458494360962111,2.0008
1,595d516e2da9c90001d7d200,1,1.633,0.383,puertorican,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynMi madre come la fruta,-0.08121964471343905,-0.16458494360962111,1.3793
1,595d516e2da9c90001d7d200,1,1.8044,0.8044,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",40,874.5127,49.99999999999999,0,1,puertoricaninterrogative-total-ynMaria bebe el vino,-0.08121964471343905,-0.16458494360962111,1.8007000000000002
1,5aecad0e75deca000162634c,1,1.4505,0.010499999999999954,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynMariano habla del tiempo,0.6515891797687177,-0.16458494360962111,1.0068
1,5aecad0e75deca000162634c,1,2.4195,1.4295000000000002,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynDavid leia el libro,0.6515891797687177,-0.16458494360962111,2.4258
1,5aecad0e75deca000162634c,1,1.9655,0.8255000000000001,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,0.6515891797687177,-0.16458494360962111,1.8218000000000003
1,5aecad0e75deca000162634c,1,3.4307,2.3206999999999995,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynEl hombre mira la luna,0.6515891797687177,-0.16458494360962111,3.3169999999999993
1,5aecad0e75deca000162634c,1,2.5411,1.2311,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,0.6515891797687177,-0.16458494360962111,2.2274
1,5aecad0e75deca000162634c,1,1.6986,0.5386000000000002,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynManuela vende el carro,0.6515891797687177,-0.16458494360962111,1.5349000000000002
1,5aecad0e75deca000162634c,1,1.5519,0.5119,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.6515891797687177,-0.16458494360962111,1.5082000000000002
1,5aecad0e75deca000162634c,1,2.6826,1.3225999999999998,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynMi novio viene del lago,0.6515891797687177,-0.16458494360962111,2.3188999999999997
1,5aecad0e75deca000162634c,1,1.8329,0.7728999999999999,cuban,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,cubaninterrogative-total-ynEl nino oye el rio,0.6515891797687177,-0.16458494360962111,1.7691999999999999
1,5aecad0e75deca000162634c,1,2.6697,1.4497000000000002,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynEl hombre mira la luna,0.6515891797687177,-0.16458494360962111,2.446
1,5aecad0e75deca000162634c,1,1.7382,0.6082000000000001,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",40,1003.7723,55,6,1,puertoricaninterrogative-total-ynEl nino oye el rio,0.6515891797687177,-0.16458494360962111,1.6045
1,5b147696d282ff00015c2c4e,1,1.5843,0.5443,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11,1,puertoricaninterrogative-total-ynAna lleva el abrigo,-1.424702489597393,-0.8978841973158527,1.5406000000000002
1,5b147696d282ff00015c2c4e,1,1.6209,0.2608999999999999,cuban,interrogative-total-yn,Mi novio viene del lago,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11,1,cubaninterrogative-total-ynMi novio viene del lago,-1.424702489597393,-0.8978841973158527,1.2571999999999999
1,5b147696d282ff00015c2c4e,1,1.5051,0.3451000000000002,puertorican,interrogative-total-yn,Manuela vende el carro,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11,1,puertoricaninterrogative-total-ynManuela vende el carro,-1.424702489597393,-0.8978841973158527,1.3414000000000004
1,5b147696d282ff00015c2c4e,1,1.3344,0.33440000000000003,puertorican,interrogative-total-yn,Maria bebe el vino,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11,1,puertoricaninterrogative-total-ynMaria bebe el vino,-1.424702489597393,-0.8978841973158527,1.3307
1,5b147696d282ff00015c2c4e,1,1.594,0.484,cuban,interrogative-total-yn,El hombre mira la luna,no,younger than 13,"no, only English or Spanish",31,735.7155,40.833333333333336,-11,1,cubaninterrogative-total-ynEl hombre mira la luna,-1.424702489597393,-0.8978841973158527,1.4803
1,5b6482e9f5bc0a00019fd571,1,1.4489,0.40890000000000004,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.04091515936692042,-0.4904957230346129,1.4052
1,5b6482e9f5bc0a00019fd571,1,1.4522,0.45219999999999994,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",36,938.4681,50.83333333333333,1,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.04091515936692042,-0.4904957230346129,1.4485
1,5bd77196beca730001ced094,1,1.3386,0.1786000000000001,puertorican,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,puertoricaninterrogative-total-ynLa nina lava el plato,-0.4476240569545174,1.302013563802842,1.1749000000000003
1,5bd77196beca730001ced094,1,3.4124,2.2123999999999997,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,puertoricaninterrogative-total-ynEmilio ama la marcha,-0.4476240569545174,1.302013563802842,3.2086999999999994
1,5bd77196beca730001ced094,1,2.1493,0.8393000000000002,cuban,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,cubaninterrogative-total-ynDaniel iba a Bolivia,-0.4476240569545174,1.302013563802842,1.8356000000000001
1,5bd77196beca730001ced094,1,1.4499,0.30990000000000006,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,-0.4476240569545174,1.302013563802842,1.3062000000000002
1,5bd77196beca730001ced094,1,1.6639,0.2239,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,cubaninterrogative-total-ynMariano habla del tiempo,-0.4476240569545174,1.302013563802842,1.2202
1,5bd77196beca730001ced094,1,2.1015,0.9915,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,cubaninterrogative-total-ynEl hombre mira la luna,-0.4476240569545174,1.302013563802842,1.9878000000000002
1,5bd77196beca730001ced094,1,2.6815,1.4315000000000002,cuban,interrogative-total-yn,Marta abre el regalo,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,cubaninterrogative-total-ynMarta abre el regalo,-0.4476240569545174,1.302013563802842,2.4278
1,5bd77196beca730001ced094,1,2.2743,1.2743000000000002,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,puertoricaninterrogative-total-ynMaria bebe el vino,-0.4476240569545174,1.302013563802842,2.2706
1,5bd77196beca730001ced094,1,2.4765,1.1665,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",58,1483.0564,47.5,-3,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,-0.4476240569545174,1.302013563802842,2.1628
1,5c2fcd716ea6880001dc8e3d,1,2.2147,0.8547,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",38,926.9214,51.66666666666667,2,1,cubaninterrogative-total-ynMi novio viene del lago,0.16304996344727987,-0.327540333322117,1.8510000000000002
1,5c2fcd716ea6880001dc8e3d,1,1.9513,0.8213000000000001,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",38,926.9214,51.66666666666667,2,1,cubaninterrogative-total-ynAna lleva el abrigo,0.16304996344727987,-0.327540333322117,1.8176000000000003
1,5c2fcd716ea6880001dc8e3d,1,2.1309,1.0909,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",38,926.9214,51.66666666666667,2,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.16304996344727987,-0.327540333322117,2.0871999999999997
1,5c2fcd716ea6880001dc8e3d,1,2.2331,1.1230999999999998,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",38,926.9214,51.66666666666667,2,1,cubaninterrogative-total-ynEl hombre mira la luna,0.16304996344727987,-0.327540333322117,2.1193999999999997
1,5c4a4b329ba9e00001ffc4f3,1,1.659,0.4990000000000001,puertorican,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,puertoricaninterrogative-total-ynLa nina lava el plato,-0.2033544487937985,0.4872366152403625,1.4953
1,5c4a4b329ba9e00001ffc4f3,1,2.07,0.6299999999999999,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,cubaninterrogative-total-ynMariano habla del tiempo,-0.2033544487937985,0.4872366152403625,1.6262999999999999
1,5c4a4b329ba9e00001ffc4f3,1,2.396,1.196,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,puertoricaninterrogative-total-ynEmilio ama la marcha,-0.2033544487937985,0.4872366152403625,2.1923
1,5c4a4b329ba9e00001ffc4f3,1,1.884,0.6639999999999999,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,cubaninterrogative-total-ynMi tia odia la lluvia,-0.2033544487937985,0.4872366152403625,1.6603
1,5c4a4b329ba9e00001ffc4f3,1,3.243,1.9929999999999999,puertorican,interrogative-total-yn,Mi madre come la fruta,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,puertoricaninterrogative-total-ynMi madre come la fruta,-0.2033544487937985,0.4872366152403625,2.9892999999999996
1,5c4a4b329ba9e00001ffc4f3,1,1.901,0.841,cuban,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",48,893.507,49.16666666666667,-1,1,cubaninterrogative-total-ynEl nino oye el rio,-0.2033544487937985,0.4872366152403625,1.8373000000000002
1,5c66ed5b2d31c20001b09d7f,1,1.2829,0.2428999999999999,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.04091515936692042,0.1613258358153707,1.2392
1,5c66ed5b2d31c20001b09d7f,1,1.2671,0.2670999999999999,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.04091515936692042,0.1613258358153707,1.2634
1,5c66ed5b2d31c20001b09d7f,1,1.4506,0.4605999999999999,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynDavid leia el libro,0.04091515936692042,0.1613258358153707,1.4568999999999999
1,5c66ed5b2d31c20001b09d7f,1,1.4589,0.2389000000000001,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynEl hombre mira la luna,0.04091515936692042,0.1613258358153707,1.2352
1,5c66ed5b2d31c20001b09d7f,1,1.4834,0.2834000000000001,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynEmilio ama la marcha,0.04091515936692042,0.1613258358153707,1.2797000000000003
1,5c66ed5b2d31c20001b09d7f,1,2.1429,0.9829000000000001,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynManuela vende el carro,0.04091515936692042,0.1613258358153707,1.9792000000000003
1,5c66ed5b2d31c20001b09d7f,1,1.3043,0.17430000000000012,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,cubaninterrogative-total-ynAna lleva el abrigo,0.04091515936692042,0.1613258358153707,1.1706
1,5c66ed5b2d31c20001b09d7f,1,1.335,0.17500000000000004,puertorican,interrogative-total-yn,La nina lava el plato,no,13 or older,"no, only English or Spanish",44,878.7411,50.833333333333336,1,1,puertoricaninterrogative-total-ynLa nina lava el plato,0.04091515936692042,0.1613258358153707,1.1713000000000002
1,5ca25f7048f78e0018fdac10,1,1.4372,0.43720000000000003,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",47,810.4466,59.16666666666667,11,1,puertoricaninterrogative-total-ynMaria bebe el vino,1.2622632001705152,0.40575892038411454,1.4335000000000002
1,5ca25f7048f78e0018fdac10,1,1.6302,0.4102000000000001,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,"no, only English or Spanish",47,810.4466,59.16666666666667,11,1,cubaninterrogative-total-ynMi tia odia la lluvia,1.2622632001705152,0.40575892038411454,1.4065
1,5ca25f7048f78e0018fdac10,1,1.4341,0.2741,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",47,810.4466,59.16666666666667,11,1,puertoricaninterrogative-total-ynManuela vende el carro,1.2622632001705152,0.40575892038411454,1.2704000000000002
1,5ca25f7048f78e0018fdac10,1,1.4634,0.24340000000000006,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",47,810.4466,59.16666666666667,11,1,puertoricaninterrogative-total-ynEl hombre mira la luna,1.2622632001705152,0.40575892038411454,1.2397000000000002
1,5cd3d5760b858f0016ccd823,1,2.5811,1.4211000000000003,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,click here to respond,33,1018.3007,50.833333333333336,1,1,puertoricaninterrogative-total-ynManuela vende el carro,0.04091515936692042,-0.7349288076033568,2.4174
1,5cd3d5760b858f0016ccd823,1,3.5056,2.5156,puertorican,interrogative-total-yn,David leia el libro,no,13 or older,click here to respond,33,1018.3007,50.833333333333336,1,1,puertoricaninterrogative-total-ynDavid leia el libro,0.04091515936692042,-0.7349288076033568,3.5119
1,5cd3d5760b858f0016ccd823,1,2.662,1.442,cuban,interrogative-total-yn,Mi tia odia la lluvia,no,13 or older,click here to respond,33,1018.3007,50.833333333333336,1,1,cubaninterrogative-total-ynMi tia odia la lluvia,0.04091515936692042,-0.7349288076033568,2.4383
1,5cd3d5760b858f0016ccd823,1,2.0186,1.0186000000000002,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,click here to respond,33,1018.3007,50.833333333333336,1,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.04091515936692042,-0.7349288076033568,2.0149
1,5d79375d794d900017671c07,1,2.5665,1.2065,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"yes, I am fluent in another language",61,1123.495,46.666666666666664,-4,1,cubaninterrogative-total-ynMi novio viene del lago,-0.5697588610348768,1.546446648371586,2.2028
1,5d79375d794d900017671c07,1,1.4048,0.18480000000000008,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"yes, I am fluent in another language",61,1123.495,46.666666666666664,-4,1,puertoricaninterrogative-total-ynEl hombre mira la luna,-0.5697588610348768,1.546446648371586,1.1811
1,5ddc898a41fb3fbef8f00b91,1,1.623,0.403,puertorican,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynEl hombre mira la luna,0.6515891797687177,-0.327540333322117,1.3993
1,5ddc898a41fb3fbef8f00b91,1,3.0245,1.5845000000000002,cuban,interrogative-total-yn,Mariano habla del tiempo,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynMariano habla del tiempo,0.6515891797687177,-0.327540333322117,2.5808
1,5ddc898a41fb3fbef8f00b91,1,1.5839,0.42390000000000017,puertorican,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynManuela vende el carro,0.6515891797687177,-0.327540333322117,1.4202000000000001
1,5ddc898a41fb3fbef8f00b91,1,1.3429,0.14290000000000003,puertorican,interrogative-total-yn,Emilio ama la marcha,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynEmilio ama la marcha,0.6515891797687177,-0.327540333322117,1.1392
1,5ddc898a41fb3fbef8f00b91,1,2.4846,1.1545999999999998,cuban,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynMaria bebe el vino,0.6515891797687177,-0.327540333322117,2.1508999999999996
1,5ddc898a41fb3fbef8f00b91,1,1.2688,0.2287999999999999,puertorican,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynAna lleva el abrigo,0.6515891797687177,-0.327540333322117,1.2251
1,5ddc898a41fb3fbef8f00b91,1,1.3549,-0.0051000000000001044,cuban,interrogative-total-yn,Mi novio viene del lago,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynMi novio viene del lago,0.6515891797687177,-0.327540333322117,0.9912
1,5ddc898a41fb3fbef8f00b91,1,1.9001,0.7701,cuban,interrogative-total-yn,Ana lleva el abrigo,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynAna lleva el abrigo,0.6515891797687177,-0.327540333322117,1.7664000000000002
1,5ddc898a41fb3fbef8f00b91,1,1.7005,0.5904999999999998,cuban,interrogative-total-yn,El hombre mira la luna,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynEl hombre mira la luna,0.6515891797687177,-0.327540333322117,1.5868
1,5ddc898a41fb3fbef8f00b91,1,1.7908,0.5708,cuban,interrogative-total-yn,Manuela vende el carro,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,cubaninterrogative-total-ynManuela vende el carro,0.6515891797687177,-0.327540333322117,1.5671000000000002
1,5ddc898a41fb3fbef8f00b91,1,2.0095,0.6995,puertorican,interrogative-total-yn,La maestra vive en Paris,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynLa maestra vive en Paris,0.6515891797687177,-0.327540333322117,1.6958
1,5ddc898a41fb3fbef8f00b91,1,1.7526,0.6126,puertorican,interrogative-total-yn,Daniel iba a Bolivia,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynDaniel iba a Bolivia,0.6515891797687177,-0.327540333322117,1.6089
1,5ddc898a41fb3fbef8f00b91,1,1.1842,0.18419999999999992,puertorican,interrogative-total-yn,Maria bebe el vino,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynMaria bebe el vino,0.6515891797687177,-0.327540333322117,1.1805
1,5ddc898a41fb3fbef8f00b91,1,1.8004,0.6704000000000001,puertorican,interrogative-total-yn,El nino oye el rio,no,13 or older,"no, only English or Spanish",38,1018.1515,55,6,1,puertoricaninterrogative-total-ynEl nino oye el rio,0.6515891797687177,-0.327540333322117,1.6667000000000003
