Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Were you raised monolingual?,U.s state/territory of birth,Current u.s state of residence,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6967f3e7728dbc343ff04dec,5de81d685a8f94795b893d45,APPROVED,Not Applicable,2026-01-14T19:52:07.080000Z,2026-01-14T20:07:33.573000Z,2026-01-21T16:14:25.656000Z,2026-01-14T20:07:33.928398Z,927.0,C11IH4PS,7660,I was raised with my native language only,New York (NY),New Jersey (NJ),42,Male,Asian,United States,United States,United States,English,No,Full-Time
69680fb19e3aa3b9b16d2c06,601b28841ca7bb2f8edaa293,APPROVED,Not Applicable,2026-01-14T21:51:04.270000Z,2026-01-14T22:08:06.713000Z,2026-01-21T16:14:25.906000Z,2026-01-14T22:08:07.195477Z,1023.0,C11IH4PS,7028,I was raised with my native language only,Pennsylvania (PA),Pennsylvania (PA),34,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6970fbf02b4a100513373f88,62ac8c4bf1245233d71d0fd6,APPROVED,Not Applicable,2026-01-21T16:16:52.869000Z,2026-01-21T16:29:27.281000Z,2026-01-21T19:48:26.235000Z,2026-01-21T16:29:27.642708Z,755.0,C11IH4PS,1477,I was raised with my native language only,"Washington, DC (District of Columbia) (DC)","Washington, DC (District of Columbia) (DC)",34,Female,White,United States,United States,United States,English,No,Full-Time
6970fdcd892bdab6d700542c,61530f1ae5ab3f22862c319d,APPROVED,Not Applicable,2026-01-21T16:24:54.075000Z,2026-01-21T16:40:30.798000Z,2026-01-21T19:48:26.511000Z,2026-01-21T16:40:31.295501Z,937.0,C11IH4PS,439,I was raised with my native language only,Connecticut (CT),New Jersey (NJ),43,Female,White,United States,United States,United States,English,No,Other
6967f100b19ae387f378634f,5e9749b44592572013c96868,RETURNED,Not Applicable,,,,,,,3254,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6970fbb0885ec8847b970881,5fc880e2e2e6de210e008e1b,RETURNED,Not Applicable,2026-01-21T16:15:48.656000Z,,,,,,589,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6970fce8c3ca2d38d652cb2a,64334d2e296941a12f720eb9,RETURNED,Not Applicable,2026-01-21T16:21:04.457000Z,,,,,,988,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6970fd642a2d4f42e2fcdfe7,5e2499d02418b37112720b37,RETURNED,Not Applicable,2026-01-21T16:23:03.767000Z,,,,,,1443,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
