Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Were you raised monolingual?,U.s state/territory of birth,Current u.s state of residence,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
687d9d27b7f422973d084368,673feeafa80a279f5cc63e33,RETURNED,Not Applicable,2025-07-21T01:55:28.416000Z,,,2025-07-21T20:54:46.786791Z,,,2596,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687d9d3e05b7a86f55bbee6c,5f5452df72345118f58d187b,APPROVED,Not Applicable,2025-07-21T01:52:09.663000Z,2025-07-21T02:13:32.839000Z,2025-07-21T23:33:24.287000Z,2025-07-21T02:13:33.305332Z,1284.0,C11IH4PS,10681,I was raised with my native language only,Pennsylvania (PA),Pennsylvania (PA),61,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
687d9d597a3d32655ae71138,60bcffb205c73cc151d61c8c,RETURNED,Not Applicable,2025-07-21T01:52:29.743000Z,,,2025-07-21T20:54:46.787098Z,,,687,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687d9dbf84c72f895ed19df1,65cb875e836361183f01930b,APPROVED,Not Applicable,2025-07-21T01:54:12.041000Z,2025-07-21T02:09:04.561000Z,2025-07-21T23:33:24.659000Z,2025-07-21T02:09:04.972616Z,893.0,C11IH4PS,347,I was raised with my native language only,New York (NY),New York (NY),28,Female,White,United States,United States,United States,English,No,Full-Time
687d9ea9ca0f225615f05a16,66be7e194babee126a0d41f2,RETURNED,Not Applicable,2025-07-21T01:58:09.253000Z,,,2025-07-21T20:54:46.792085Z,,,1533,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687d9f01bce11cf8dddb809b,67191218806a2b419b243e5c,APPROVED,Not Applicable,2025-07-21T01:59:34.461000Z,2025-07-21T02:16:21.509000Z,2025-07-21T23:33:25.003000Z,2025-07-21T02:16:21.979378Z,1008.0,C11IH4PS,319,I was raised with my native language only,New Hampshire (NH),New Hampshire (NH),28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
687d9f04b2f4e07ffcd9670d,636d19c8d8a6c6ef4d37ff41,RETURNED,Not Applicable,2025-07-21T01:59:38.233000Z,,,2025-07-21T20:54:46.791698Z,,,7201,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687d9fcb43d82ccbef2a64f7,663a7af013938e6bbfb065d5,RETURNED,Not Applicable,2025-07-21T02:02:51.096000Z,,,2025-07-21T20:54:46.792353Z,,,2873,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
687da007c1380d357e41bacc,607134f478e13587bd89e13a,APPROVED,Not Applicable,2025-07-21T02:03:58.689000Z,2025-07-21T02:18:34.806000Z,2025-07-21T23:33:25.342000Z,2025-07-21T02:18:35.214934Z,877.0,C11IH4PS,1022,I was raised with my native language only,Pennsylvania (PA),Pennsylvania (PA),31,Female,White,United States,United States,United States,English,No,Full-Time
687da0845f037d3369b44713,66fceda149718a86f36761b4,APPROVED,Not Applicable,2025-07-21T02:09:14.652000Z,2025-07-21T02:28:11.387000Z,2025-07-21T23:33:25.734000Z,2025-07-21T02:28:11.778616Z,1137.0,C11IH4PS,884,I was raised with my native language only,New York (NY),Pennsylvania (PA),30,Female,White,United States,United States,United States,English,No,Part-Time
